name,id,region,region_code,city,lat,lon
COMO NORD BORGHI,N00043,N/A,N/A,N/A,N/A,N/A
COMO NORD CAMERLATA,N00042,N/A,N/A,N/A,N/A,N/A
COMO NORD LAGO,N00044,N/A,N/A,N/A,N/A,N/A
COMO S. GIOVANNI,S01307,Lombardia,1,Como,45.808946,9.072331
COMPIOBBI,S06902,Toscana,13,A,43.782527,11.358695
COMPRE S.VINCENZO,S08816,N/A,N/A,N/A,N/A,N/A
CONA F. C.,S05169,N/A,N/A,N/A,N/A,N/A
CONDOFURI,S11861,Calabria,17,A,37.92761,15.874952
CONDOVE,S00212,Piemonte,3,A,45.106689,7.317022
CONEGLIANO,S02706,Veneto,12,Conegliano,45.884706,12.298909
CONSELICE,S05950,Emilia Romagna,8,A,44.510987,11.831949
CONTEA LONDA,S06702,Toscana,13,A,43.865124,11.531603
CONTESSE,S12355,Sicilia,14,A,38.16193,15.544717
CONTIGLIANO,S07404,Lazio,5,A,42.412072,12.779144
CONTURSI TERME,S09826,Campania,18,A,40.630046,15.235486
CONZA ANDRETTA CAIRANO,S09618,N/A,N/A,N/A,N/A,N/A
CORBETTA S. STEFANO,S01041,Lombardia,1,A,45.480829,8.917457
CORBEZZI,S05115,Toscana,13,A,43.993948,10.919676
CORCHIANO,S08112,Lazio,5,A,42.361351,12.341846
CORDOVADO SESTO,S02661,Friuli-Venezia Giulia,10,Cordovado Sesto,45.850653,12.877784
CORIGLIANO CALABRO,S11812,Calabria,17,A,39.628223,16.514949
CORMANO - BRUSUGLIO,N00058,N/A,N/A,N/A,N/A,N/A
CORMANO - BRUSUGLIO,S01080,N/A,N/A,N/A,N/A,N/A
CORMONS,S03300,Friuli-Venezia Giulia,10,A,45.957519,13.461563
CORNIGLIA,S04734,Liguria,2,A,44.119938,9.711051
CORNINO,S03053,Friuli-Venezia Giulia,10,A,46.220516,13.010581
CORNUDA,S02569,Veneto,12,A,45.833846,12.012886
CORONELLA,S05719,N/A,N/A,N/A,N/A,N/A
CORRIDONIA MOGLIANO,S07308,Marche,11,A,43.281616,13.477697
CORSANO,S09324,Campania,18,A,41.164472,14.958463
CORSICO,S01064,Lombardia,1,A,45.434688,9.105156
CORTEOLONA,S01865,Lombardia,1,A,45.159701,9.375477
COSENZA,S11910,Calabria,17,Cosenza,39.318386,16.260955
COSIO TRAONA,S01424,Lombardia,1,A,46.135564,9.525498
COSSATO,S00973,Piemonte,3,A,45.564216,8.175964
COSTA,S02375,Veneto,12,A,45.045766,11.696511
COSTA MASNAGA,S01491,Lombardia,1,A,45.76343,9.285231
COSTIGLIOLE (MOTTA DI),S00348,Piemonte,3,A,44.807559,8.145712
COSTIGLIOLE D`ASTI,S00829,Piemonte,3,A,44.754882,8.20477
COSTIGLIOLE SALUZZO,S00702,Piemonte,3,A,44.570196,7.482075
COTIGNOLA,S05956,Emilia Romagna,8,A,44.387077,11.938037
COTILIA,S07432,Lazio,5,A,42.372602,12.96871
COURGNE',S00888,N/A,N/A,N/A,N/A,N/A
COZZE,S11151,Puglia,16,A,41.017835,17.159396
COZZO,S00332,Lombardia,1,A,45.182989,8.603292
CREMA,S01605,Lombardia,1,A,45.366864,9.694209
CREMONA,S01915,Lombardia,1,Cremona,45.143215,10.017951
CRESCENTINO,S00172,Piemonte,3,A,45.194302,8.107175
CRESPINO DEL LAMONE,S06607,N/A,N/A,N/A,N/A,N/A
CRESSA FONTANETO,S00017,Piemonte,3,A,45.646331,8.498435
CREVALCORE,S05316,Emilia Romagna,8,Crevalcore,44.719156,11.152625
CROCETTA,S07988,N/A,N/A,N/A,N/A,N/A
CROCICCHIE,S08317,Lazio,5,A,42.0559,12.238888
CROPANI,S11830,Calabria,17,A,38.921968,16.813562
CROTONE,S11823,Calabria,17,Crotone,39.0845,17.108418
CRUCOLI,S11819,Calabria,17,A,39.449588,17.040718
CUCCIAGO,S01312,Lombardia,1,A,45.740813,9.082205
CUNEO,S00610,Piemonte,3,Cuneo,44.387914,7.536235
CUNEO GESSO,S00611,Piemonte,3,Cuneo Gesso,44.394234,7.556017
CUNICO SCANDELUZZA,S00427,Piemonte,3,A,45.036947,8.11007
CUPONE,S08810,Abruzzo,19,A,41.964628,13.377481
CUPRAMARITTIMA,S07511,Marche,11,A,43.02349,13.860812
CUREGGIO,S00051,Piemonte,3,A,45.672538,8.456282
CURINGA,S11972,N/A,N/A,N/A,N/A,N/A
CUSANO,S02700,Friuli-Venezia Giulia,10,A,45.945427,12.757485
CUTRO,S11826,Calabria,17,A,39.02593,16.963809
CUZZAGO,S01010,Piemonte,3,A,45.993682,8.373989
DARFO-CORNA,S01006,N/A,N/A,N/A,N/A,N/A
DECIMOMANNU,S12888,Sardegna,20,Decimomannu,39.304593,8.965808
DEGO,S00877,Liguria,2,A,44.448003,8.308469
DEIVA MARINA,S04728,Liguria,2,A,44.217306,9.519022
DELEBIO,S01422,Lombardia,1,A,46.13865,9.461168
DERBY,S00162,Valle d'Aosta,4,A,45.730289,7.087018
DERVIO,S01408,Lombardia,1,A,46.077709,9.30596
DESENZANO,S02084,Lombardia,1,Desenzano,45.462677,10.536322
DESIO,S01320,Lombardia,1,A,45.620112,9.218495
DIAMANTE BUONVICINO,S11731,Calabria,17,A,39.67701,15.824278
DIANO MARINA,S04511,Liguria,2,A,43.909635,8.078433
DICOMANO,S06701,Toscana,13,A,43.893489,11.519148
DIECIMO - PESCAGLIA,S06310,Toscana,13,A,43.959404,10.507844
DITTAINO,S12240,Sicilia,14,A,37.564605,14.462429
DIVACA,S44200,N/A,N/A,N/A,N/A,N/A
DOBBIACO ,S02113,N/A,9,A,46.725049,12.225122
DOGATO,S05174,N/A,N/A,N/A,N/A,N/A
DOLE VILLE,S71341,N/A,N/A,N/A,N/A,N/A
DOLO,S02587,Veneto,12,A,45.453466,12.07161
DOMEGLIARA,S02055,Veneto,12,A,45.522348,10.820408
DOMODOSSOLA,S01003,Piemonte,3,Domodossola,46.115429,8.296684
DONNA,S04202,Piemonte,3,A,44.818902,8.712792
DONNAFUGATA,S12412,Sicilia,14,A,36.882055,14.568968
DONNAZ,S00148,Valle d'Aosta,4,A,45.602713,7.769563
DORIO,S01407,Lombardia,1,A,46.102756,9.319063
DORMELLETTO,S01025,Piemonte,3,A,45.7233,8.581906
DORMELLETTO PAESE,S00980,Piemonte,3,A,45.730032,8.574324
DOSSOBUONO,S02330,Veneto,12,Dossobuono,45.392382,10.914831
DRAGONI,S09021,N/A,N/A,N/A,N/A,N/A
DRONERO,S00722,Piemonte,3,A,44.464974,7.423245
DUBINO,S01405,Lombardia,1,A,46.172802,9.432188
DUEVILLE,S02146,Veneto,12,A,45.635,11.546108
DUGO SELO,S72517,N/A,N/A,N/A,N/A,N/A
DUOMO VIA VERNIERI,S09819,N/A,N/A,N/A,N/A,N/A
Dev.Int. DD/AV,S08220,Lazio,5,A,42.274228,12.607523
EBOLI,S09824,Campania,18,A,40.611057,15.052382
ECA NASAGO`,S00926,Piemonte,3,A,44.160769,7.965137
ECCELLENTE,S11788,Calabria,17,Eccellente,38.809696,16.232598
EDOLO,N00235,N/A,N/A,N/A,N/A,N/A
EGNA-TERMENO ,S02032,N/A,9,A,46.319418,11.257177
EGNAZIA,S11154,Puglia,16,A,40.901727,17.329607
ELLERA CORCIANO,S07003,Umbria,6,A,43.094699,12.318574
ELMAS AEROPORTO,S12819,N/A,N/A,N/A,N/A,N/A
EMPOLI,S06510,Toscana,13,Empoli,43.715708,10.94915
ENAS,S12856,Sardegna,20,A,40.85706,9.431095
ENNA,S12238,Sicilia,14,Enna,37.581134,14.289579
ENZITETO/CATINO,S11041,N/A,N/A,N/A,N/A,N/A
EQUI TERME,S06226,Toscana,13,A,44.170282,10.153624
ERBA,S01096,N/A,N/A,N/A,N/A,N/A
ERBANNO - ANGONE,N00222,N/A,N/A,N/A,N/A,N/A
ESTE,S02396,Veneto,12,A,45.220954,11.662931
EXILLES,S00251,Piemonte,3,A,45.08999,6.927344
FABRIANO,S07208,Marche,11,Fabriano,43.345429,12.905336
FABRIANO CA` MAIANO,S07059,Marche,11,A,43.345598,12.873939
FABRICA DI ROMA,S08111,Lazio,5,A,42.334416,12.307467
FABRO-FICULLE,S08201,Umbria,6,A,42.874851,12.04123
FAENZA,S05058,Emilia Romagna,8,Faenza,44.293594,11.883268
FAE`FORTOGNA,S02557,Veneto,12,A,46.239439,12.294121
FAGARE,S02762,Veneto,12,A,45.70705,12.444296
FAGNANO CAMPANA,S07420,Abruzzo,19,A,42.250575,13.562743
FALCIANO MONDRAGONE CAR.,S09001,Campania,18,A,41.123525,13.971792
FALCONARA,S12405,Sicilia,14,A,37.113529,14.052516
FALCONARA IBLEA,S12440,N/A,N/A,N/A,N/A,N/A
FALCONARA MARITTIMA,S07111,Marche,11,Falconara Marittima,43.630577,13.397378
FALCONARA STADIO,S07117,Marche,11,A,43.626158,13.381179
FALCONE,S12038,Sicilia,14,A,38.119573,15.080467
FALERNA,S11747,Calabria,17,A,38.970726,16.14991
FANNA - CAVASSO,S03083,Friuli-Venezia Giulia,10,A,46.187072,12.7707
FANO,S07105,Marche,11,A,43.842977,13.02478
FANZOLO,S02575,Veneto,12,A,45.708253,11.992069
FARA,S00112,Piemonte,3,A,45.550556,8.458049
FARA SABINA,S08214,Lazio,5,Fara Sabina,42.155546,12.648323
FARIGLIANO,S00737,Piemonte,3,A,44.513337,7.90947
FASANO,S11130,Puglia,16,Fasano,40.851753,17.3859
FAUGLIA - LORENZANA,S06021,Toscana,13,A,43.551831,10.50304
FAVAZZINA,S11771,Calabria,17,A,38.258742,15.756625
FAVRIA,S00885,N/A,N/A,N/A,N/A,N/A
FEDERICO,S12136,Sicilia,14,A,38.144862,13.344966
FELEGARA - S.ANDREA BAGNI,S06103,Emilia Romagna,8,A,44.724809,10.114523
FELETTO,S00883,N/A,N/A,N/A,N/A,N/A
FELIZZANO,S00468,Piemonte,3,A,44.893367,8.437155
FELONICA PO,S05162,N/A,N/A,N/A,N/A,N/A
FELTRE,S02564,Veneto,12,A,46.012884,11.911493
FERENTINO-SUPINO,S08661,Lazio,5,A,41.6564,13.246971
FERNO LONATE POZZOLO,S01138,N/A,N/A,N/A,N/A,N/A
FEROLETO ANTICA PIANOPOLI,S11952,Calabria,17,A,38.938255,16.36622
FERRANDINA,S11458,Basilicata,15,A,40.516566,16.475276
FERRANIA,S04804,Liguria,2,A,44.365136,8.328885
FERRARA,S05712,Emilia Romagna,8,Ferrara,44.843047,11.603594
FERRARA ALEOTTI,S05167,N/A,N/A,N/A,N/A,N/A
FERRARA P. RENO,S05168,N/A,N/A,N/A,N/A,N/A
FERRERA LOMELLINA,S00404,Lombardia,1,A,45.111807,8.862805
FERRUZZANO,S11856,Calabria,17,A,38.016304,16.134486
FI ROVEZZANO,S06901,Toscana,13,Fi Rovezzano,43.768657,11.307372
FIDENE,S08235,Lazio,5,A,41.979773,12.508451
FIDENZA,S05009,Emilia Romagna,8,Fidenza,44.86773,10.06339
FIERA,S12137,Sicilia,14,A,38.144004,13.351336
FIESOLE CALDINE,S06953,Toscana,13,A,43.833697,11.266047
FIGLINE VALDARNO,S06908,Toscana,13,Figline Valdarno,43.621596,11.473652
FILATTIERA,S06165,Toscana,13,A,44.33137,9.933352
FILDIDONNA,S12277,Sicilia,14,A,37.310867,14.808848
FILIANO,S11211,Basilicata,15,A,40.837161,15.752285
FINALE LIGURE MARINA,S04522,Liguria,2,A,44.169116,8.34033
FINO MORNASCO,N00039,N/A,N/A,N/A,N/A,N/A
FIORENZUOLA,S05007,Emilia Romagna,8,A,44.928716,9.917403
FIRENZE CAMPO MARTE,S06900,Toscana,13,A,43.776856,11.27702
FIRENZE CASTELLO,S06419,Toscana,13,A,43.819444,11.21838
FIRENZE RIFREDI,S06420,Toscana,13,A,43.800873,11.235729
FIRENZE S.M.N.,S06421,Toscana,13,Firenze,43.776893,11.247373
FIRENZE STATUTO,S06430,Toscana,13,A,43.787273,11.249738
FISCIANO,S09519,Campania,18,A,40.759095,14.77486
FIUMEFREDDO BRUZIO,S11741,Calabria,17,A,39.246369,16.059012
FIUMEFREDDO DI SICILIA,S12322,Sicilia,14,A,37.795247,15.205615
FIUMELATTE,S01412,Lombardia,1,A,45.999017,9.292857
FIUMETORTO,S12015,Sicilia,14,Fiumetorto,37.966939,13.774781
FIUMICINO AEROPORTO,S08411,Lazio,5,Fiumicino Aeroporto,41.793673,12.251728
FIVIZZANO - GASSANO,S06223,Toscana,13,A,44.202672,10.091691
FIVIZZANO ROMETTA - SOLIERA,S06222,Toscana,13,A,44.201526,10.05953
FOGGIA,S11100,Puglia,16,Foggia,41.466,15.555816
FOGNANO,S06618,N/A,N/A,N/A,N/A,N/A
FOLIGNO,S07217,Umbria,6,Foligno,42.954261,12.711096
FOLLONICA,S06033,Toscana,13,A,42.926687,10.755775
FONDI - SPERLONGA,S08606,Lazio,5,A,41.337663,13.424893
FONTAN SAORGE,S00621,N/A,N/A,N/A,N/A,N/A
FONTANA LIRI,S08818,N/A,N/A,N/A,N/A,N/A
FONTANA LIRI INFERIORE,S08819,N/A,N/A,N/A,N/A,N/A
FONTANAFREDDA,S02702,Friuli-Venezia Giulia,10,A,45.967555,12.575266
FONTANAROSA,S09199,N/A,N/A,N/A,N/A,N/A
FONTANETTO PO,S00174,Piemonte,3,A,45.191238,8.188697
FONTANIVA,S02534,Veneto,12,A,45.634723,11.749038
FONTEBUONA,S06619,Toscana,13,A,43.91751,11.265553
FONTECCHIO,S07421,Abruzzo,19,A,42.222822,13.604445
FONYOD,S03491,N/A,N/A,N/A,N/A,N/A
FORENZA,S11210,Basilicata,15,A,40.866839,15.725331
FORGARIA BAGNI ANDUINS,S03054,Friuli-Venezia Giulia,10,A,46.203472,12.964109
FORLIMPOPOLI,S05065,Emilia Romagna,8,A,44.194165,12.128125
FORLI`,S05059,Emilia Romagna,8,Forli`,44.22413,12.054871
FORMIA-GAETA,S08640,Lazio,5,Formia-Gaeta,41.258773,13.605996
FORNACI DI BARGA,S06304,Toscana,13,A,44.045253,10.473173
FORNO ALLIONE,N00232,N/A,N/A,N/A,N/A,N/A
FORNOVO,S06153,Emilia Romagna,8,Fornovo,44.693791,10.102014
FORTE DEI MARMI SERRAVEZZA Q.,S06011,Toscana,13,A,43.97777,10.19936
FORTEZZA ,S02011,Trentino Alto Adige,22,Fortezza ,46.788841,11.609922
FOSCIANDORA - CESERANA,S06301,Toscana,13,A,44.118559,10.444212
FOSSACESIA,S07819,Abruzzo,19,A,42.235097,14.524255
FOSSACESIA - TORINO DI SANGRO,S07018,Abruzzo,19,A,42.237648,14.525456
FOSSALTA DI PIAVE,S02667,Veneto,12,A,45.624215,12.500393
FOSSALTA DI PORTOGRUARO,S03201,Veneto,12,A,45.78324,12.907473
FOSSANO,S00606,Piemonte,3,Fossano,44.550231,7.717971
FOSSATO DI VICO GUBBIO,S07209,Umbria,6,Fossato di Vico,43.283798,12.757258
FRAGNETO MONFORTE,S09506,Campania,18,A,41.247292,14.76486
FRAMURA,S04729,Liguria,2,A,44.201903,9.555169
FRANCAVILLA,S12361,Sicilia,14,A,37.899892,15.132812
FRANCAVILLA AL MARE,S07813,Abruzzo,19,A,42.421316,14.288062
FRANCAVILLA ANGITOLA F.,S11752,Calabria,17,A,38.778074,16.215215
FRANCAVILLA FONTANA,S11603,Puglia,16,A,40.523145,17.584714
FRANCIA,S12139,Sicilia,14,A,38.155233,13.321938
FRANCIOSA,S09842,N/A,N/A,N/A,N/A,N/A
FRASCATI,S08751,Lazio,5,Frascati,41.806881,12.677962
FRASSO,S08806,N/A,N/A,N/A,N/A,N/A
FRASSO T. DUGENTA,S09305,Campania,18,A,41.137244,14.459459
FRATTA,S02374,Veneto,12,A,45.038673,11.642598
FRATTAMAGGIORE,S09008,Campania,18,A,40.940018,14.263676
FRATTAROLO,S11053,Puglia,16,A,41.58364,15.861727
FRATTE,S09522,Campania,18,A,40.705637,14.778362
FRATTE CENTRO,S02524,Veneto,12,A,45.585849,11.906637
FRATTE VILLA COMUNALE,S09524,Campania,18,A,40.697895,14.779252
FROSINONE,S08662,Lazio,5,Frosinone,41.625333,13.328728
FRUGAROLO BOSCOMARENGO,S04200,Piemonte,3,A,44.841687,8.682724
FRUTIGEN,S07478,N/A,N/A,N/A,N/A,N/A
FUNO CENTERGROSS,S05726,Emilia Romagna,8,A,44.593646,11.370672
FURCI,S12313,Sicilia,14,A,37.961714,15.380022
FUSCALDO,S11738,Calabria,17,A,39.409692,16.011475
GABELLA GRANDE,S11871,Calabria,17,A,39.146447,17.10991
GAGGI,S12358,Sicilia,14,A,37.858532,15.225095
GAGGIANO,S01063,Lombardia,1,A,45.408827,9.031117
GAGGIO,S02671,Veneto,12,A,45.551893,12.326027
GAGLIOLE,S07311,Marche,11,A,43.220298,13.07522
GAIBANELLA,S05800,Emilia Romagna,8,A,44.778116,11.671325
GAIFANA,S07212,Umbria,6,A,43.181837,12.784148
GALATI,S12305,Sicilia,14,A,38.104511,15.505313
GALDO,S09900,Campania,18,A,40.569272,15.355627
GALLARATE,S01030,Lombardia,1,Gallarate,45.659828,8.798243
GALLESE BASSANELLO,S08113,Lazio,5,A,42.3798,12.371998
GALLESE IN TEVERINA,S08210,Lazio,5,A,42.380901,12.439732
GALLIATE,N00054,N/A,N/A,N/A,N/A,N/A
GALLIERA,S05721,Emilia Romagna,8,A,44.737738,11.441551
GALLIERA VENETA TOMBOLO,S02541,Veneto,12,A,45.652901,11.828066
GAMALERO,S00861,Piemonte,3,A,44.817476,8.543427
GAMBERALE-S.ANGELO P.,S07997,N/A,N/A,N/A,N/A,N/A
GAMBETTOLA,S05067,Emilia Romagna,8,A,44.116718,12.327555
GAMBOLO`REMONDO`,S00274,Lombardia,1,A,45.23587,8.79757
GARBAGNA,S00030,Piemonte,3,A,45.385552,8.66627
GARESSIO,S00924,Piemonte,3,A,44.199088,8.015214
GARGAZZONE ,S02218,N/A,N/A,N/A,N/A,N/A
GARIBALDI,N00090,N/A,N/A,N/A,N/A,N/A
GARLASCO,S00276,Lombardia,1,A,45.198948,8.926829
GATTEO A MARE,S05816,Emilia Romagna,8,A,44.170691,12.432057
GATTINARA,S00052,Piemonte,3,A,45.611523,8.364288
GAVIGNANO,S08241,N/A,N/A,N/A,N/A,N/A
GAVIRATE,N00028,N/A,N/A,N/A,N/A,N/A
GAVIRATE VERBANO,N00029,N/A,N/A,N/A,N/A,N/A
GAVORRANO,S06036,Toscana,13,A,42.947959,10.9338
GAZZADA SCHIANNO MORAZZONE,S01207,Lombardia,1,A,45.77862,8.824815
GAZZO DI BIGARELLO,S02381,Lombardia,1,A,45.176648,10.894005
GAZZO PIEVE S. GIACOMO,S01917,Lombardia,1,A,45.137151,10.189922
GELA,S12407,Sicilia,14,Gela,37.07283,14.259461
GEMELLI,S08326,Lazio,5,A,41.927813,12.427797
GEMONA DEL FRIULI,S03019,Friuli-Venezia Giulia,10,Gemona del Friuli,46.274243,13.127978
GEMONIO,N00031,N/A,N/A,N/A,N/A,N/A
GENGA S.VITTORE TERME,S07206,Marche,11,A,43.403011,12.977163
GENOVA ACQUASANTA,S04107,Liguria,2,A,44.458757,8.773197
GENOVA BOLZANETO,S04218,Liguria,2,A,44.459208,8.900193
GENOVA BORZOLI,S04109,Liguria,2,Borzoli,44.434704,8.866648
GENOVA BRIGNOLE,S04702,Liguria,2,A,44.407213,8.947553
GENOVA CORNIGLIANO,S04538,Liguria,2,A,44.414752,8.865035
GENOVA COSTA DI SESTRI PONENTE,S04110,Liguria,2,A,44.433535,8.84553
GENOVA GRANARA,S04108,Liguria,2,A,44.442055,8.823453
GENOVA MARITTIMA S. LIMBANIA,S04603,Liguria,2,A,44.412808,8.911098
GENOVA NERVI,S04707,Liguria,2,A,44.381271,9.039895
GENOVA P. PRINCIPE SOTTERRANEA,S04701,Liguria,2,A,44.414803,8.918041
GENOVA P.PRINCIPE,S04700,Liguria,2,Genova,44.417784,8.9207
GENOVA PEGLI,S04536,Liguria,2,A,44.426236,8.816767
GENOVA PONTEDECIMO,S04217,Liguria,2,A,44.494189,8.905642
GENOVA PRA,S04535,Liguria,2,A,44.426874,8.785356
GENOVA QUARTO DEI MILLE,S04704,Liguria,2,A,44.388607,8.99597
GENOVA QUINTO AL MARE,S04705,Liguria,2,A,44.385184,9.020514
GENOVA RIVAROLO,S04219,Liguria,2,Rivarolo,44.435955,8.89106
GENOVA S.BIAGIO,S04222,Liguria,2,A,44.484399,8.900854
GENOVA SAMPIERDARENA,S04220,Liguria,2,Genova Samp.,44.413102,8.887271
GENOVA SAN QUIRICO,S04213,N/A,N/A,N/A,N/A,N/A
GENOVA SESTRI PONENTE,S04537,Liguria,2,A,44.422374,8.847707
GENOVA STURLA,S04703,Liguria,2,A,44.397977,8.981466
GENOVA VESIMA,S04540,Liguria,2,A,44.416176,8.714099
GENOVA VIA DI FRANCIA,S04223,Liguria,2,A,44.411126,8.90192
GENOVA VOLTRI,S04534,Liguria,2,Voltri,44.428467,8.758163
GENOVA VOLTRI MARE,S04541,N/A,N/A,N/A,N/A,N/A
GERENZANO - TURATE,N00014,N/A,N/A,N/A,N/A,N/A
GERMAGNANO,S00096,N/A,N/A,N/A,N/A,N/A
GHEDI,S01841,Lombardia,1,A,45.409439,10.280506
GHEMME,S00110,Piemonte,3,A,45.595882,8.417135
GHISLARENGO,S00974,Piemonte,3,A,45.526006,8.379453
GHIVIZZANO - COREGLIA,S06306,Toscana,13,A,44.027583,10.510183
GIACHERY,S12138,Sicilia,14,A,38.138135,13.355856
GIAMPILIERI,S12308,Sicilia,14,A,38.080121,15.493863
GIAROLE,S00316,Piemonte,3,A,45.056125,8.5609
GIARRE RIPOSTO,S12324,Sicilia,14,A,37.730346,15.193386
GIAVE,S12866,Sardegna,20,A,40.455875,8.729388
GINOSA,S11462,Puglia,16,A,40.429201,16.890968
GIOIA DEL COLLE,S11505,Puglia,16,Gioia del Colle,40.796983,16.916569
GIOIA TAURO,S11766,Calabria,17,A,38.423436,15.897516
GIOIOSA JONICA,S11848,Calabria,17,A,38.300812,16.332501
GIOJOSA MAREA,S12033,Sicilia,14,A,38.175149,14.894794
GIOVI,S06084,N/A,N/A,N/A,N/A,N/A
GIOVINAZZO,S11115,Puglia,16,A,41.180968,16.669346
GIUBIASCO,S00850,N/A,N/A,N/A,N/A,N/A
GIUGLIANO QUALIANO,S09100,Campania,18,A,40.935018,14.10378
GIULIANOVA,S07802,Abruzzo,19,Giulianova,42.751673,13.965743
GIUNCANO,S07225,Umbria,6,A,42.647802,12.637694
GIUNCARICO,S06037,Toscana,13,A,42.915473,11.008362
GIZZERIA LIDO,S11748,Calabria,17,A,38.933446,16.212563
GLORIE,S05809,Emilia Romagna,8,A,44.483341,12.075736
GODO,S05904,Emilia Romagna,8,A,44.389322,12.071256
GOLE DI ALCANTARA,S12366,Sicilia,14,A,37.878403,15.176039
GOLFO ARANCI,S12852,Sardegna,20,Golfo Aranci,40.997261,9.62471
GONZAGA-REGGIOLO,S02344,Lombardia,1,Gonzaga,44.939239,10.815533
GOPPESTEIN,S07474,N/A,N/A,N/A,N/A,N/A
GORGO AL MONTICANO,S02766,Veneto,12,A,45.784444,12.553737
GORIANO SICOLI,S08535,Abruzzo,19,A,42.082698,13.78286
GORIZIA CENTRALE,S03304,Friuli-Venezia Giulia,10,Gorizia,45.933047,13.60684
GOZZANO,S00015,Piemonte,3,A,45.741039,8.438726
GRAGNANO,S09758,Campania,18,Gragnano,40.688964,14.520445
GRAGNOLA,S06224,Toscana,13,A,44.191069,10.109245
GRAMMICHELE,S12272,Sicilia,14,A,37.209336,14.641256
GRANAIOLO,S06801,Toscana,13,A,43.652244,10.945223
GRANAROLO,S05955,Emilia Romagna,8,Granarolo,44.357356,11.937441
GRANDATE - BRECCIA,N00041,N/A,N/A,N/A,N/A,N/A
GRANITI,S12359,Sicilia,14,A,37.869467,15.208633
GRASSANO,S11456,Basilicata,15,A,40.593317,16.241049
GRAVELLONA TOCE,S00007,Piemonte,3,A,45.934051,8.428346
GRAVINA IN PUGLIA,S11306,Puglia,16,A,40.825216,16.418926
GRECCIO,S07403,Lazio,5,A,42.462872,12.777009
GRICIGNANO,S09300,Campania,18,Gricignano,40.998742,14.241657
GRIGNANO,S03315,Friuli-Venezia Giulia,10,A,45.713308,13.710255
GRIGNASCO,S00106,Piemonte,3,A,45.683288,8.332913
GRIGNO,S02317,N/A,9,A,46.015059,11.624984
GRISIGNANO DI ZOCCO,S02579,Veneto,12,A,45.48638,11.710762
GRISOLIA S.MARIA,S11729,Calabria,17,A,39.739731,15.821072
GRIZZANA,S05133,Emilia Romagna,8,A,44.258292,11.181194
GROANE,S01927,N/A,N/A,N/A,N/A,N/A
GROPELLO CAIROLI,S00277,Lombardia,1,A,45.173101,8.991626
GROSSETO,S06039,Toscana,13,Grosseto,42.76728,11.1065
GROTTAGLIE,S11602,Puglia,16,A,40.528989,17.424503
GROTTAMMARE,S07512,Marche,11,A,42.99381,13.870265
GROTTE,S12372,Sicilia,14,A,37.409848,13.702717
GROTTE S.STEFANO,S08301,Lazio,5,A,42.51512,12.169372
GRUMELLO DEL MONTE,S01537,Lombardia,1,A,45.634102,9.862767
GRUMO APPULA,S11502,Puglia,16,A,41.01199,16.718777
GUALDO TADINO,S07211,Umbria,6,A,43.233475,12.7672
GUARDAVALLE,S11843,Calabria,17,A,38.480266,16.578923
GUARDIA MANGANO SANTA VENERINA,S12327,Sicilia,14,A,37.661812,15.169447
GUARDIA PIEMONTESE TERME,S11737,Calabria,17,A,39.464259,15.979237
GUARDIAREGIA,S09456,Molise,7,A,41.457455,14.553753
GUIDONIA-MONTECELLO-S.ANGELO,S08506,Lazio,5,Guidonia,41.993405,12.725681
GYEKENYES,S00125,N/A,N/A,N/A,N/A,N/A
HONE BARD,S00147,Valle d'Aosta,4,A,45.613918,7.741345
HORB,S29399,N/A,N/A,N/A,N/A,N/A
IGEA MARINA,S05818,Emilia Romagna,8,A,44.131972,12.481636
IGLESIAS,S12950,Sardegna,20,Iglesias,39.310563,8.539786
IL CIONFO,S06958,N/A,N/A,N/A,N/A,N/A
IL CIONFO BIN. LE CURE,S06957,Toscana,13,A,43.786182,11.268501
IL CIONFO BIN. SALVIATI,S06951,Toscana,13,A,43.798687,11.273076
IL NETO,S06424,Toscana,13,A,43.839624,11.182656
IMOLA,S05054,Emilia Romagna,8,A,44.359418,11.718723
IMPERIA ONEGLIA,S04510,Liguria,2,Imperia,43.892321,8.039145
IMPERIA PORTO MAURIZIO,S04509,N/A,N/A,N/A,N/A,N/A
INCISA,S06907,Toscana,13,A,43.656541,11.452728
INCISA SCAPACCINO,S00835,Piemonte,3,A,44.80052,8.388468
INCORONATA,S11101,Puglia,16,A,41.408174,15.650728
INDICATORE,S06914,Toscana,13,A,43.480067,11.803468
INDUNO OLONA,S01204,Lombardia,1,A,45.846432,8.838357
INVERIGO,S01093,N/A,N/A,N/A,N/A,N/A
IPOGEO DEGLI OTTAVI,S08330,Lazio,5,A,41.968391,12.409026
ISELLE DI TRASQUERA,S01952,N/A,N/A,N/A,N/A,N/A
ISEO,N00210,N/A,N/A,N/A,N/A,N/A
ISERNIA,S09053,Molise,7,Isernia,41.596946,14.235421
ISOLA CAPO RIZZUTO,S11825,Calabria,17,A,39.043084,17.071764
ISOLA DEL CANTONE,S04210,Liguria,2,A,44.646589,8.957578
ISOLA DELLA SCALA,S05307,Veneto,12,Isola della Scala,45.269474,11.013312
ISOLA DELLE FEMMINE,S12129,Sicilia,14,A,38.194784,13.250188
ISOLA D`ASTI,S00347,Piemonte,3,A,44.830605,8.175113
ISOLA LIRI,S08858,Lazio,5,A,41.681712,13.581088
ISOLETTA-S.GIOVANNI I.,S08665,Lazio,5,A,41.527873,13.547095
